,DATE,CO2
0,08/12/2022,416.5325622558594
1,09/12/2022,418.1409912109375
2,10/12/2022,408.6072998046875
3,11/12/2022,418.5664978027344
4,12/12/2022,418.3619079589844
5,13/12/2022,419.0360412597656
6,14/12/2022,418.1519470214844
7,15/12/2022,419.28271484375
8,16/12/2022,419.8626708984375
9,17/12/2022,420.0303955078125
10,18/12/2022,419.16815185546875
11,19/12/2022,418.7103576660156
12,20/12/2022,418.28863525390625
13,21/12/2022,418.1497497558594
